Continent,Country,MonthYear,Year,Month,Avg_Population_Density,Avg_Fertility_Rate,Avg_GDP_PPP,Avg_Corruption,Avg_Government_Effectiveness,Avg_Political_Stability,Avg_Rule_of_Law,Avg_Government_Healthcare_Spend,Avg_Urban_Population,Avg_Smoking_Prevalence,Avg_Tourism,Avg_Women_In_Parliament,Avg_Obesity_Rate,Demographics_Recorded_Year,Avg_Diabetes Prevelance % of Population 20-79,Avg_Labour Force Total,Avg_Population,Avg_Population Aged 65 and above % of Total,Avg_Urban Population,Avg_Death Rate Per 1000 (2017),"Avg_PM2.5 air pollution, mean annual exposure (micrograms per cubic meter) (2017)","Avg_PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total) (2017)"
Africa,Morocco,Sep-2020,2020,9,82.7,2.35,7980,-0.2164034,-0.2092959,-0.3318862,-0.1384849,0.4290534,0.218,0.234,12289000,0.2050633,0.261,2019,7,12067484,36471769,7.300454771,22975026,5.072,32.59354146,100
Africa,Morocco,Oct-2020,2020,10,82.7,2.35,7980,-0.2164034,-0.2092959,-0.3318862,-0.1384849,0.4290534,0.218,0.234,12289000,0.2050633,0.261,2019,7,12067484,36471769,7.300454771,22975026,5.072,32.59354146,100
Africa,Mozambique,Mar-2020,2020,3,39.7,4.99,1210,-0.7813797,-0.8742813,-0.7836707,-1.043689,0.2986362,0.0913,0.166,2743000,0.412,0.072,2019,3.3,13193108,30366036,2.878446169,11092106,8.964,21.29869546,100
Africa,Mozambique,Apr-2020,2020,4,39.7,4.99,1210,-0.7813797,-0.8742813,-0.783670700000001,-1.043689,0.2986362,0.0913,0.166,2743000,0.412,0.072,2019,3.3,13193108,30366036,2.878446169,11092106,8.964,21.29869546,100
Africa,Mozambique,May-2020,2020,5,39.7,4.99,1210,-0.7813797,-0.8742813,-0.783670700000001,-1.043689,0.2986362,0.0913,0.166,2743000,0.412,0.072,2019,3.3,13193108,30366036,2.878446169,11092106,8.964,21.29869546,100
Africa,Mozambique,Jun-2020,2020,6,39.7,4.99,1210,-0.7813797,-0.8742813,-0.783670700000001,-1.043689,0.2986362,0.0913,0.166,2743000,0.412,0.072,2019,3.3,13193108,30366036,2.878446169,11092106,8.964,21.29869546,100
Africa,Mozambique,Jul-2020,2020,7,39.7,4.99,1210,-0.7813797,-0.8742813,-0.783670700000001,-1.043689,0.2986362,0.0913,0.166,2743000,0.412,0.072,2019,3.3,13193108,30366036,2.878446169,11092106,8.964,21.29869546,100
Africa,Mozambique,Aug-2020,2020,8,39.7,4.99,1210,-0.7813797,-0.8742813,-0.783670700000001,-1.043689,0.2986362,0.0913,0.166,2743000,0.412,0.072,2019,3.3,13193108,30366036,2.878446169,11092106,8.964,21.29869546,100
Africa,Mozambique,Sep-2020,2020,9,39.7,4.99,1210,-0.7813797,-0.8742813,-0.783670700000001,-1.043689,0.2986362,0.0913,0.166,2743000,0.412,0.072,2019,3.3,13193108,30366036,2.878446169,11092106,8.964,21.29869546,100
Africa,Mozambique,Oct-2020,2020,10,39.7,4.99,1210,-0.7813797,-0.8742813,-0.7836707,-1.043689,0.2986362,0.0913,0.166,2743000,0.412,0.072,2019,3.3,13193108,30366036,2.878446169,11092106,8.964,21.29869546,100
Africa,Namibia,Mar-2020,2020,3,3.09,3.19,9660,0.3399599,0.106442,0.6537775,0.2449811,0.4614306,,0.214,,0.4270833,0.172,2019,4.5,937006,2494530,3.608054423,1273258,8.23,25.3587654,100
Africa,Namibia,Apr-2020,2020,4,3.09,3.19,9660,0.3399599,0.106442,0.6537775,0.2449811,0.4614306,,0.214,,0.4270833,0.172,2019,4.5,937006,2494530,3.608054423,1273258,8.23,25.3587654,100
Africa,Namibia,May-2020,2020,5,3.09,3.19,9660,0.3399599,0.106442,0.6537775,0.2449811,0.4614306,,0.214,,0.4270833,0.172,2019,4.5,937006,2494530,3.608054423,1273258,8.23,25.3587654,100
Africa,Namibia,Jun-2020,2020,6,3.09,3.19,9660,0.3399599,0.106442,0.6537775,0.2449811,0.4614306,,0.214,,0.4270833,0.172,2019,4.5,937006,2494530,3.608054423,1273258,8.23,25.3587654,100
Africa,Namibia,Jul-2020,2020,7,3.09,3.19,9660,0.3399599,0.106442,0.6537775,0.2449811,0.4614306,,0.214,,0.4270833,0.172,2019,4.5,937006,2494530,3.608054423,1273258,8.23,25.3587654,100
Africa,Namibia,Aug-2020,2020,8,3.09,3.19,9660,0.3399599,0.106442,0.6537775,0.2449811,0.4614306,,0.214,,0.4270833,0.172,2019,4.5,937006,2494530,3.608054423,1273258,8.23,25.3587654,100
Africa,Namibia,Sep-2020,2020,9,3.09,3.19,9660,0.3399599,0.106442,0.6537775,0.2449811,0.4614306,,0.214,,0.4270833,0.172,2019,4.5,937006,2494530,3.608054423,1273258,8.23,25.3587654,100
Africa,Namibia,Oct-2020,2020,10,3.09,3.19,9660,0.3399599,0.106442,0.6537775,0.2449811,0.4614306,,0.214,,0.4270833,0.172,2019,4.5,937006,2494530,3.608054423,1273258,8.23,25.3587654,100
Africa,Niger,Mar-2020,2020,3,19.1,7,974,-0.5798146,-0.7660425,-1.260566,-0.5802284,0.3342613,0.0537,0.077,157000,0.1695907,0.055,2019,2.4,8423258,23310715,2.596711426,3850231,8.529,94.05381768,100
Africa,Niger,Apr-2020,2020,4,19.1,7,974,-0.5798146,-0.7660425,-1.260566,-0.5802284,0.3342613,0.0537,0.077,157000,0.1695907,0.055,2019,2.4,8423258,23310715,2.596711426,3850231,8.529,94.05381768,100
Africa,Niger,May-2020,2020,5,19.1,7,974,-0.5798146,-0.7660425,-1.260566,-0.5802284,0.3342613,0.0537,0.077,157000,0.1695907,0.055,2019,2.4,8423258,23310715,2.596711426,3850231,8.529,94.05381768,100
Africa,Niger,Jun-2020,2020,6,19.1,7,974,-0.5798146,-0.7660425,-1.260566,-0.5802284,0.3342613,0.0537,0.077,157000,0.1695907,0.055,2019,2.4,8423258,23310715,2.596711426,3850231,8.529,94.05381768,100
Africa,Niger,Jul-2020,2020,7,19.1,7,974,-0.5798146,-0.7660425,-1.260566,-0.5802284,0.3342613,0.0537,0.077,157000,0.1695907,0.055,2019,2.4,8423258,23310715,2.596711426,3850231,8.529,94.05381768,100
Africa,Niger,Aug-2020,2020,8,19.1,7,974,-0.5798146,-0.7660425,-1.260566,-0.5802284,0.3342613,0.0537,0.077,157000,0.1695907,0.055,2019,2.4,8423258,23310715,2.596711426,3850231,8.529,94.05381768,100
Africa,Niger,Sep-2020,2020,9,19.1,7,974,-0.5798146,-0.7660425,-1.260566,-0.5802284,0.3342613,0.0537,0.077,157000,0.1695907,0.055,2019,2.4,8423258,23310715,2.596711426,3850231,8.529,94.05381768,100
Africa,Niger,Oct-2020,2020,10,19.1,7,974,-0.5798146,-0.7660425,-1.260566,-0.5802284,0.3342613,0.0537,0.077,157000,0.1695907,0.055,2019,2.4,8423258,23310715,2.596711426,3850231,8.529,94.05381768,100
Africa,Nigeria,Dec-2019,2019,12,226,5.25,5300,-1.04489,-1.022591,-2.1927,-0.8809231,0.1418326,0.167,0.058,,0.03380282,0.08899999,2019,3.1,59873566,200963599,2.743083338,102806948,12.114,71.79817438,100
Africa,Nigeria,Jan-2020,2020,1,226,5.25,5300,-1.04489,-1.022591,-2.1927,-0.8809231,0.1418326,0.167,0.058,,0.03380282,0.08899999,2019,3.1,59873566,200963599,2.743083338,102806948,12.114,71.79817438,100
Africa,Nigeria,Feb-2020,2020,2,226,5.25,5300,-1.04489,-1.022591,-2.1927,-0.8809231,0.1418326,0.167,0.058,,0.03380282,0.08899999,2019,3.1,59873566,200963599,2.743083338,102806948,12.114,71.79817438,100
Africa,Nigeria,Mar-2020,2020,3,226,5.25,5300,-1.04489,-1.022591,-2.1927,-0.8809231,0.1418326,0.167,0.058,,0.03380282,0.08899999,2019,3.1,59873566,200963599,2.743083338,102806948,12.114,71.79817438,100
Africa,Nigeria,Apr-2020,2020,4,226,5.25,5300,-1.04489,-1.022591,-2.1927,-0.8809231,0.1418326,0.167,0.058,,0.03380282,0.08899999,2019,3.1,59873566,200963599,2.743083338,102806948,12.114,71.79817438,100
Africa,Nigeria,May-2020,2020,5,226,5.25,5300,-1.04489,-1.022591,-2.1927,-0.8809231,0.1418326,0.167,0.058,,0.03380282,0.08899999,2019,3.1,59873566,200963599,2.743083338,102806948,12.114,71.79817438,100
Africa,Nigeria,Jun-2020,2020,6,226,5.25,5300,-1.04489,-1.022591,-2.1927,-0.8809231,0.1418326,0.167,0.058,,0.03380282,0.08899999,2019,3.1,59873566,200963599,2.743083338,102806948,12.114,71.79817438,100
Africa,Nigeria,Jul-2020,2020,7,226,5.25,5300,-1.04489,-1.022591,-2.1927,-0.8809231,0.1418326,0.167,0.058,,0.03380282,0.08899999,2019,3.1,59873566,200963599,2.743083338,102806948,12.114,71.79817438,100
